Datum;vodostaj (cm);pretok (m3/s);temp. vode (°C)
22.10.2021;119;14.17;11.6
23.10.2021;101;6.975;11.1
24.10.2021;94;4.765;10.5
25.10.2021;91;4.038;10
26.10.2021;89;3.435;9.8
27.10.2021;88;3.145;10.6
28.10.2021;86;2.854;11
29.10.2021;85;2.654;9.5
30.10.2021;85;2.55;9.4
31.10.2021;85;2.517;9.6
01.11.2021;85;2.7;10.2
02.11.2021;141;25.315;10.9
03.11.2021;140;23.95;10.5
04.11.2021;143;25.374;10.9
05.11.2021;135;21.452;10
06.11.2021;109;9.976;9.4
07.11.2021;101;7.006;9.4
08.11.2021;98;6.109;9.5
09.11.2021;97;5.761;9.4
10.11.2021;96;5.241;9.6
11.11.2021;93;4.512;9.3
12.11.2021;92;4.154;9.2
13.11.2021;91;3.885;9.4
14.11.2021;90;3.749;9.7
15.11.2021;89;3.511;9.8
16.11.2021;89;3.465;10
17.11.2021;89;3.498;10.5
18.11.2021;88;3.276;10.2
19.11.2021;87;3.087;9.6
20.11.2021;87;3.029;9.2
21.11.2021;87;2.936;9
22.11.2021;86;2.891;9
23.11.2021;86;2.729;8.7
24.11.2021;86;2.708;7.7
25.11.2021;86;2.722;7.4
26.11.2021;91;4.009;8.2
27.11.2021;167;38.018;8.6
28.11.2021;224;68.493;10
29.11.2021;228;70.708;9.4
30.11.2021;155;31.377;8.4
01.12.2021;123;15.503;7.9
02.12.2021;205;59.688;8.7
03.12.2021;289;105.398;9.4
04.12.2021;182;45.438;8.6
05.12.2021;151;29.49;8.8
06.12.2021;172;40.244;8.6
07.12.2021;139;23.285;8
08.12.2021;124;16.012;7.3
09.12.2021;178;43.434;7.8
10.12.2021;144;26.067;8.3
11.12.2021;124;16.147;8
12.12.2021;114;11.608;7.3
13.12.2021;109;9.621;6.8
14.12.2021;105;8.349;7.1
15.12.2021;103;7.648;7.2
16.12.2021;104;7.846;7
17.12.2021;104;7.986;7.3
18.12.2021;103;7.705;7
19.12.2021;102;7.236;6.6
20.12.2021;101;6.912;6.6
21.12.2021;100;6.46;6.4
22.12.2021;98;5.925;6.6
23.12.2021;96;5.437;6.5
24.12.2021;96;5.372;6.8
25.12.2021;107;9.188;7.1
26.12.2021;153;30.393;8.7
27.12.2021;153;30.402;8.7
28.12.2021;126;17.209;8.8
29.12.2021;124;16.179;9
30.12.2021;120;14.556;8.7
31.12.2021;114;11.611;8.1
01.01.2022;111;10.613;7.8
02.01.2022;109;9.853;7.5
03.01.2022;107;9.122;7.5
04.01.2022;110;9.953;7.9
05.01.2022;153;30.578;8.8
06.01.2022;229;70.849;8.5
07.01.2022;162;35.293;7.7
08.01.2022;131;19.198;6.7
09.01.2022;120;14.422;6.2
10.01.2022;114;11.741;6.4
11.01.2022;108;9.545;6.8
12.01.2022;104;8.075;6.3
13.01.2022;102;7.156;5.5
14.01.2022;100;6.553;5
15.01.2022;99;6.287;4.9
16.01.2022;99;6.274;5.2
17.01.2022;98;5.99;5.6
18.01.2022;97;5.571;5.8
19.01.2022;96;5.371;5.9
20.01.2022;96;5.271;6
21.01.2022;95;5.08;5.9
22.01.2022;94;4.843;5.9
23.01.2022;93;4.544;6
24.01.2022;93;4.396;5.6
25.01.2022;92;4.217;5.3
26.01.2022;91;4.043;5.2
27.01.2022;91;3.999;5.3
28.01.2022;91;3.893;5.8
29.01.2022;90;3.756;5.3
30.01.2022;89;3.577;5.3
31.01.2022;89;3.549;5.3
01.02.2022;89;3.549;5.4
02.02.2022;89;3.509;5.2
03.02.2022;89;3.439;5.1
04.02.2022;88;3.29;5.3
05.02.2022;88;3.185;5.6
06.02.2022;90;3.768;5.7
07.02.2022;93;4.439;6.5
08.02.2022;96;5.328;6.9
09.02.2022;93;4.422;7
10.02.2022;91;3.957;6.5
11.02.2022;90;3.745;6.6
12.02.2022;90;3.632;6.4
13.02.2022;89;3.508;6.2
14.02.2022;89;3.498;6.2
15.02.2022;93;4.525;6.8
16.02.2022;118;13.779;6.8
17.02.2022;111;10.695;8.6
18.02.2022;104;7.795;9.1
19.02.2022;110;10.427;9.1
20.02.2022;159;33.732;9.2
21.02.2022;139;23.529;9.5
22.02.2022;124;16.072;8.8
23.02.2022;114;11.741;8.2
24.02.2022;109;9.714;8.2
25.02.2022;106;8.671;8.3
26.02.2022;106;8.567;8.3
27.02.2022;104;7.888;8
28.02.2022;102;7.168;7.6
01.03.2022;100;6.487;7.1
02.03.2022;98;6.017;6.9
03.03.2022;97;5.721;7
04.03.2022;98;5.915;7.1
05.03.2022;97;5.734;7.1
06.03.2022;96;5.426;7.3
07.03.2022;95;5.202;7.4
08.03.2022;95;4.95;7.1
09.03.2022;94;4.784;7
10.03.2022;93;4.625;7
11.03.2022;93;4.42;6.8
12.03.2022;92;4.278;6.8
13.03.2022;92;4.163;7
14.03.2022;92;4.143;7.1
15.03.2022;91;3.999;7.1
16.03.2022;91;3.988;7.2
17.03.2022;91;3.914;7.7
18.03.2022;90;3.735;8.3
19.03.2022;90;3.645;8.7
20.03.2022;89;3.607;9.2
21.03.2022;89;3.489;9.6
22.03.2022;89;3.44;9.8
23.03.2022;89;3.491;10
24.03.2022;89;3.491;10.2
25.03.2022;89;3.613;10.2
26.03.2022;89;3.519;10.6
27.03.2022;89;3.54;11
28.03.2022;89;3.498;11.4
29.03.2022;90;3.644;11.8
30.03.2022;91;3.895;11.9
31.03.2022;101;7.178;11.8
01.04.2022;151;29.212;10.8
02.04.2022;171;40.087;10.2
03.04.2022;162;35.194;9.3
04.04.2022;129;18.499;9.7
05.04.2022;118;13.53;9.3
06.04.2022;112;10.916;9.6
07.04.2022;110;10.061;10.4
08.04.2022;107;8.872;11.3
09.04.2022;104;8.11;11.7
10.04.2022;107;9.033;11.6
11.04.2022;102;7.319;10.9
12.04.2022;102;7.359;11
13.04.2022;101;7.074;11.7
14.04.2022;100;6.555;12.3
15.04.2022;98;6.031;12.8
16.04.2022;97;5.584;13.5
17.04.2022;97;5.546;13.6
18.04.2022;96;5.326;13.6
19.04.2022;95;5.045;13.6
20.04.2022;95;5.069;13.4
21.04.2022;95;5.177;12.8
22.04.2022;98;6.04;12.7
23.04.2022;114;11.833;12.1
24.04.2022;113;11.289;11.9
25.04.2022;113;11.236;11.9
26.04.2022;108;9.388;11.7
27.04.2022;109;9.656;12.1
28.04.2022;112;10.883;12.8
29.04.2022;107;8.87;13.3
30.04.2022;103;7.472;13.3
01.05.2022;100;6.559;13.6
02.05.2022;97;5.823;13.7
03.05.2022;97;5.623;14.1
04.05.2022;95;5.156;14.3
05.05.2022;93;4.611;14.9
06.05.2022;93;4.565;15.1
07.05.2022;92;4.283;15.1
08.05.2022;92;4.331;15.1
09.05.2022;97;5.804;14.9
10.05.2022;94;4.716;15.6
11.05.2022;92;4.337;16.5
12.05.2022;90;3.809;17.1
13.05.2022;89;3.469;17.6
14.05.2022;88;3.359;18.1
15.05.2022;89;3.499;18.7
16.05.2022;88;3.203;19.2
17.05.2022;87;2.938;19.6
18.05.2022;86;2.847;19.7
19.05.2022;86;2.771;20.2
20.05.2022;85;2.495;20.1
21.05.2022;84;2.457;20.4
22.05.2022;84;2.405;20.9
23.05.2022;85;2.646;20.9
24.05.2022;84;2.321;21.2
25.05.2022;85;2.491;21.4
26.05.2022;84;2.319;21.6
27.05.2022;83;2.181;22.2
28.05.2022;83;2.218;21
29.05.2022;83;2.27;19.6
30.05.2022;84;2.319;19.3
31.05.2022;83;2.214;20.1
01.06.2022;83;2.174;20.3
02.06.2022;82;2.06;20.3
03.06.2022;82;2.015;20.4
04.06.2022;82;1.993;21.2
05.06.2022;82;1.946;22
06.06.2022;82;1.974;22.8
07.06.2022;81;1.887;22.7
08.06.2022;88;3.397;22.4
09.06.2022;91;3.951;21.7
10.06.2022;86;2.836;21.1
11.06.2022;84;2.381;21.5
12.06.2022;82;2.069;22
13.06.2022;82;1.982;22.1
14.06.2022;81;1.833;22.4
15.06.2022;81;1.782;22.7
16.06.2022;81;1.759;23.4
17.06.2022;80;1.568;24
18.06.2022;81;1.768;24.7
19.06.2022;80;1.68;25.2
20.06.2022;80;1.672;25
21.06.2022;80;1.589;25.7
22.06.2022;80;1.651;25.3
23.06.2022;81;1.801;25.5
24.06.2022;85;2.747;25.1
25.06.2022;83;2.292;25.6
26.06.2022;81;2.026;26.1
27.06.2022;81;1.962;26.7
28.06.2022;80;1.779;26.6
29.06.2022;79;1.682;26.3
30.06.2022;79;1.604;26.4
01.07.2022;78;1.531;26.5
02.07.2022;78;1.469;26.4
03.07.2022;78;1.457;26.9
04.07.2022;78;1.446;27.2
05.07.2022;78;1.459;26.9
06.07.2022;79;1.61;26.8
07.07.2022;79;1.746;25.9
08.07.2022;80;1.753;25.6
09.07.2022;79;1.708;25.3
10.07.2022;79;1.605;25
11.07.2022;78;1.452;24.5
12.07.2022;78;1.541;24.7
13.07.2022;79;1.643;24.6
14.07.2022;78;1.466;24.8
15.07.2022;77;1.372;24.9
16.07.2022;77;1.384;25.2
17.07.2022;76;1.288;25.1
18.07.2022;76;1.252;25.3
19.07.2022;76;1.215;25.6
20.07.2022;76;1.241;25.7
21.07.2022;77;1.308;25.7
22.07.2022;76;1.28;26.1
23.07.2022;76;1.241;26.2
24.07.2022;77;1.325;26.3
25.07.2022;77;1.309;27.2
26.07.2022;77;1.325;26.4
27.07.2022;77;1.319;25.9
28.07.2022;76;1.241;26.3
29.07.2022;76;1.236;26.8
30.07.2022;77;1.326;26.2
31.07.2022;79;1.655;26.1
01.08.2022;77;1.435;25.2
02.08.2022;77;1.44;25.5
03.08.2022;76;1.297;25.9
04.08.2022;76;1.241;26.5
05.08.2022;76;1.241;27
06.08.2022;77;1.379;27
07.08.2022;76;1.221;26.5
08.08.2022;76;1.226;26.3
09.08.2022;75;1.162;26.3
10.08.2022;75;1.106;26
11.08.2022;75;1.136;25.7
12.08.2022;75;1.163;25.2
13.08.2022;75;1.126;24.4
14.08.2022;75;1.115;23.5
15.08.2022;75;1.125;23.6
16.08.2022;76;1.204;24.4
17.08.2022;76;1.26;24.9
18.08.2022;76;1.234;25.2
19.08.2022;83;2.312;23.8
20.08.2022;80;1.901;24.2
21.08.2022;79;1.669;24.3
22.08.2022;79;1.64;23.9
23.08.2022;77;1.404;24
24.08.2022;77;1.32;24.4
25.08.2022;76;1.252;24.6
26.08.2022;76;1.236;24.9
27.08.2022;76;1.297;24.5
28.08.2022;81;1.968;23.9
29.08.2022;79;1.599;24.1
30.08.2022;78;1.494;24.1
31.08.2022;76;1.298;23.5
01.09.2022;78;1.49;22.9
02.09.2022;78;1.547;22.8
03.09.2022;78;1.464;22.7
04.09.2022;77;1.375;22.9
05.09.2022;77;1.369;22.9
06.09.2022;77;1.364;22.9
07.09.2022;77;1.375;22.7
08.09.2022;87;3.435;21.6
09.09.2022;93;4.617;21.3
10.09.2022;98;6.086;21
11.09.2022;100;6.621;20
12.09.2022;91;4.141;18.6
13.09.2022;85;2.728;17.4
14.09.2022;82;2.223;17.4
15.09.2022;85;2.898;17.5
16.09.2022;187;50.342;16.4
17.09.2022;266;91.853;12
18.09.2022;230;71.788;11
19.09.2022;161;34.68;11.1
20.09.2022;126;17.403;11.6
21.09.2022;104;8.089;11.8
22.09.2022;96;5.569;12.3
23.09.2022;91;4.003;12.6
24.09.2022;88;3.273;12.8
25.09.2022;174;45.598;13.4
26.09.2022;374;156.994;12.4
27.09.2022;309;117.029;12.2
28.09.2022;221;66.444;11.6
29.09.2022;248;82.113;12.4
30.09.2022;371;155.601;13
01.10.2022;329;128.989;12.5
02.10.2022;241;77.968;11.8
03.10.2022;171;39.944;12
04.10.2022;134;20.866;12.3
05.10.2022;118;13.417;12.5
06.10.2022;111;10.694;12.8
07.10.2022;106;8.807;13.3
08.10.2022;103;7.687;13.6
09.10.2022;100;6.806;13.8
10.10.2022;98;6.193;13.6
11.10.2022;96;5.534;13.8
12.10.2022;94;4.99;13.8
13.10.2022;93;4.695;13.6
14.10.2022;93;4.521;13.6
15.10.2022;92;4.258;13.6
16.10.2022;91;4.018;13.4
17.10.2022;90;3.775;13.5
18.10.2022;89;3.587;13.5
19.10.2022;88;3.433;13.5
20.10.2022;88;3.366;13.4
21.10.2022;87;3.188;13.5
22.10.2022;88;3.355;14
23.10.2022;93;4.677;14.1
24.10.2022;94;5.011;14.5
25.10.2022;134;21.717;14.2
26.10.2022;141;24.388;13.1
27.10.2022;111;10.473;12.5
28.10.2022;102;7.321;12.7
29.10.2022;98;5.987;12.5
30.10.2022;95;5.266;12.5
31.10.2022;94;4.764;12.4
01.11.2022;92;4.311;12.3
02.11.2022;91;4.071;12.4
03.11.2022;91;4.054;12.6
04.11.2022;116;12.928;13.3
05.11.2022;123;15.637;13.4
06.11.2022;103;7.834;11.8
07.11.2022;97;5.783;10.9
08.11.2022;94;4.939;10.5
09.11.2022;93;4.576;10.5
10.11.2022;100;6.839;11.1
11.11.2022;119;14.137;11.4
12.11.2022;108;9.584;10.6
13.11.2022;102;7.347;10.5
14.11.2022;99;6.39;10.5
15.11.2022;97;5.793;10.9
16.11.2022;100;6.862;11.2
17.11.2022;123;15.751;11.3
18.11.2022;119;14.208;10.8
19.11.2022;142;24.542;10.3
20.11.2022;122;15.313;9.7
21.11.2022;115;12.17;9.2
22.11.2022;130;19.352;9.2
23.11.2022;181;44.86;9.7
24.11.2022;148;27.767;9.7
25.11.2022;128;17.805;9.4
26.11.2022;119;14.031;9.4
27.11.2022;113;11.312;9.1
28.11.2022;109;9.602;8.5
29.11.2022;105;8.393;8.3
30.11.2022;102;7.183;8.3
01.12.2022;99;6.338;7.9
02.12.2022;98;5.957;7.8
03.12.2022;96;5.397;7.9
04.12.2022;98;6.164;8.3
05.12.2022;169;39.533;9
06.12.2022;302;112.687;10.1
07.12.2022;219;65.877;9.3
08.12.2022;153;30.607;9.1
09.12.2022;218;68.774;9.5
10.12.2022;493;240.302;10.5
11.12.2022;314;120.125;9.4
12.12.2022;212;61.877;8.7
13.12.2022;161;34.62;7.9
14.12.2022;135;21.548;7.8
15.12.2022;126;16.919;8.2
16.12.2022;253;86.045;9.2
17.12.2022;400;174.423;9.7
18.12.2022;269;93.713;8.7
19.12.2022;192;51.057;8.3
20.12.2022;151;29.462;8.2
21.12.2022;137;22.419;8.5
22.12.2022;137;22.277;9.1
23.12.2022;137;22.219;9.4
24.12.2022;134;20.595;9.5
25.12.2022;126;17.302;9.7
26.12.2022;121;14.696;9.8
27.12.2022;122;15.219;9.8
28.12.2022;121;14.94;9.8
29.12.2022;117;13.077;9.5
30.12.2022;138;23.458;9.8
31.12.2022;209;59.843;9.9
