Datum;vodostaj (cm);pretok (m3/s);temp. vode (°C)
01.01.2018;160;34.501;8
02.01.2018;287;108.428;8.5
03.01.2018;206;60.652;8.3
04.01.2018;164;36.663;8.2
05.01.2018;149;28.634;8.7
06.01.2018;230;74.808;9.3
07.01.2018;248;85.832;9.6
08.01.2018;202;58.289;9.5
09.01.2018;186;48.581;9.7
10.01.2018;258;91.78;9.6
11.01.2018;216;66.443;8.8
12.01.2018;168;38.585;8.3
13.01.2018;141;24.224;8.5
14.01.2018;131;19.614;8.1
15.01.2018;125;17.001;7.5
16.01.2018;123;15.981;7.2
17.01.2018;122;15.511;7.6
18.01.2018;119;14.008;7.6
19.01.2018;115;12.247;7.2
20.01.2018;126;17.199;7.5
21.01.2018;122;15.547;7.9
22.01.2018;116;12.713;7.8
23.01.2018;112;11.182;7.2
24.01.2018;108;9.726;7.1
25.01.2018;106;8.977;6.9
26.01.2018;105;8.517;7.1
27.01.2018;104;8.201;7.4
28.01.2018;103;7.724;8.1
29.01.2018;102;7.476;8.2
30.01.2018;102;7.356;8.4
31.01.2018;102;7.329;8.4
01.02.2018;112;11.425;8.7
02.02.2018;326;133.619;8.7
03.02.2018;293;112.88;8.3
04.02.2018;188;50.262;8.2
05.02.2018;147;27.554;7.8
06.02.2018;135;21.656;7.2
07.02.2018;151;29.617;7.1
08.02.2018;135;21.309;7.2
09.02.2018;126;17.212;8.2
10.02.2018;121;15.061;8.2
11.02.2018;117;13.381;7.5
12.02.2018;115;12.545;6.8
13.02.2018;114;11.879;6.6
14.02.2018;111;10.668;6.6
15.02.2018;107;9.292;6.2
16.02.2018;105;8.576;6.1
17.02.2018;104;8.186;6.3
18.02.2018;107;9.287;6.7
19.02.2018;108;9.738;7.1
20.02.2018;107;9.109;6.6
21.02.2018;105;8.548;6
22.02.2018;104;7.989;5.8
23.02.2018;103;7.683;5.7
24.02.2018;101;7.288;5.6
25.02.2018;100;6.834;4.9
26.02.2018;99;6.488;3.9
27.02.2018;99;6.513;2.9
28.02.2018;98;6.175;1.9
01.03.2018;97;5.895;2
02.03.2018;98;6.167;2.9
03.03.2018;100;6.904;3.9
04.03.2018;99;6.554;5.2
05.03.2018;100;6.846;6.1
06.03.2018;108;9.492;6.9
07.03.2018;114;11.885;7
08.03.2018;124;16.572;8
09.03.2018;126;17.344;9.3
10.03.2018;129;18.449;9.5
11.03.2018;153;30.735;9.5
12.03.2018;290;110.951;9.6
13.03.2018;266;96.664;9.4
14.03.2018;221;69.292;9.3
15.03.2018;190;50.857;9.3
16.03.2018;290;110.838;9.4
17.03.2018;304;119.033;9.1
18.03.2018;236;78.62;8.9
19.03.2018;190;50.947;7.9
20.03.2018;152;30.215;7.6
21.03.2018;137;22.346;7.6
22.03.2018;128;18.23;7.7
23.03.2018;123;16.038;7.5
24.03.2018;120;14.339;8
25.03.2018;116;12.816;8.5
26.03.2018;114;12.105;9.1
27.03.2018;116;12.591;9.5
28.03.2018;117;13.215;10.1
29.03.2018;128;18.166;10.1
30.03.2018;233;76.868;10
31.03.2018;221;69.256;9.9
01.04.2018;219;68.322;9.8
02.04.2018;181;45.917;9.7
03.04.2018;152;30.198;10.2
04.04.2018;141;24.415;10.2
05.04.2018;178;44.198;10
06.04.2018;178;44.333;10.3
07.04.2018;153;30.461;10.8
08.04.2018;136;22.102;11.1
09.04.2018;130;18.984;11.1
10.04.2018;136;22.244;11
11.04.2018;146;27.091;11.1
12.04.2018;177;44.936;11.3
13.04.2018;268;98.128;11
14.04.2018;204;59.307;10.6
15.04.2018;162;35.151;11.4
16.04.2018;146;26.856;11.7
17.04.2018;137;22.432;11.8
18.04.2018;127;17.846;12.4
19.04.2018;122;15.341;13
20.04.2018;118;13.494;13.4
21.04.2018;114;12.106;13.8
22.04.2018;112;10.929;14.3
23.04.2018;109;10.054;14.2
24.04.2018;109;10.059;13.9
25.04.2018;107;9.368;13.8
26.04.2018;104;8.132;13.8
27.04.2018;103;7.767;15
28.04.2018;101;7.246;15.7
29.04.2018;100;6.905;16
30.04.2018;101;7.275;16
01.05.2018;100;6.7;15.7
02.05.2018;98;6.233;15.5
03.05.2018;97;5.981;15.2
04.05.2018;99;6.423;15.2
05.05.2018;102;7.356;15.7
06.05.2018;99;6.535;16.2
07.05.2018;97;5.865;16.5
08.05.2018;96;5.491;16.9
09.05.2018;95;5.408;17.2
10.05.2018;95;5.173;17.3
11.05.2018;96;5.559;17.1
12.05.2018;95;5.355;16.8
13.05.2018;94;5.114;16.9
14.05.2018;99;6.357;16.8
15.05.2018;125;17.388;15.7
16.05.2018;128;18.21;12.3
17.05.2018;117;13.332;12.4
18.05.2018;118;13.699;13
19.05.2018;113;11.625;13.2
20.05.2018;111;10.835;14
21.05.2018;103;7.771;14.9
22.05.2018;102;7.505;15.5
23.05.2018;107;9.145;15.5
24.05.2018;102;7.629;14.7
25.05.2018;100;6.705;15
26.05.2018;106;8.818;16
27.05.2018;100;6.826;17
28.05.2018;108;9.624;16.7
29.05.2018;101;7.302;16.3
30.05.2018;113;11.916;15.7
31.05.2018;107;9.225;15.3
01.06.2018;99;6.365;15.4
02.06.2018;95;5.233;16.1
03.06.2018;93;4.765;17.1
04.06.2018;92;4.398;18.1
05.06.2018;97;6.232;18.9
06.06.2018;103;7.868;18.6
07.06.2018;98;6.152;17.9
08.06.2018;98;6.323;17.3
09.06.2018;115;12.887;17.2
10.06.2018;117;13.445;15.9
11.06.2018;104;8.304;15.5
12.06.2018;98;6.141;16.4
13.06.2018;113;11.67;17
14.06.2018;112;11.031;16.8
15.06.2018;103;7.85;15.8
16.06.2018;98;6.103;15.9
17.06.2018;95;5.233;16.9
18.06.2018;93;4.731;17.5
19.06.2018;91;4.243;18.3
20.06.2018;90;3.998;19.3
21.06.2018;89;3.791;19.9
22.06.2018;110;10.875;19.9
23.06.2018;122;15.638;17.4
24.06.2018;104;8.18;14.3
25.06.2018;105;8.666;15.1
26.06.2018;113;11.71;15.2
27.06.2018;103;7.905;15.1
28.06.2018;98;6.128;14.8
29.06.2018;95;5.415;15.4
30.06.2018;94;4.881;16.1
01.07.2018;92;4.385;16.7
02.07.2018;90;4.03;17.3
03.07.2018;90;3.894;18.3
04.07.2018;97;5.936;19
05.07.2018;96;5.465;19.2
06.07.2018;100;6.999;19.7
07.07.2018;98;6.114;19.4
08.07.2018;94;4.928;18.9
09.07.2018;93;4.811;18.9
10.07.2018;92;4.429;19.2
11.07.2018;102;7.774;18.7
12.07.2018;125;16.919;16.5
13.07.2018;112;11.013;14.6
14.07.2018;103;7.93;15.5
15.07.2018;98;6.217;16.2
16.07.2018;96;5.475;17.4
17.07.2018;94;5.102;18
18.07.2018;93;4.778;18.7
19.07.2018;91;4.319;19.4
20.07.2018;91;4.083;19.7
21.07.2018;90;3.904;19.6
22.07.2018;90;3.847;19.6
23.07.2018;89;3.668;19.9
24.07.2018;88;3.49;20.2
25.07.2018;88;3.412;20.4
26.07.2018;87;3.306;20.2
27.07.2018;87;3.326;20.6
28.07.2018;88;3.482;21.3
29.07.2018;86;3.052;21.6
30.07.2018;86;3.071;22.1
31.07.2018;85;2.827;22.7
01.08.2018;85;2.89;23.2
02.08.2018;90;3.919;23.2
03.08.2018;86;3.007;23.3
04.08.2018;85;2.8;23.8
05.08.2018;85;2.842;24.2
06.08.2018;85;2.749;24.1
07.08.2018;84;2.662;24.3
08.08.2018;84;2.552;24.5
09.08.2018;84;2.486;24.9
10.08.2018;83;2.404;24.9
11.08.2018;83;2.42;24.8
12.08.2018;86;3.008;24.6
13.08.2018;84;2.569;24.6
14.08.2018;93;4.884;24
15.08.2018;94;5.004;23.2
16.08.2018;88;3.405;23
17.08.2018;85;2.828;22.9
18.08.2018;84;2.594;22.6
19.08.2018;83;2.387;22.5
20.08.2018;83;2.387;22.7
21.08.2018;83;2.308;23.1
22.08.2018;83;2.317;23.4
23.08.2018;82;2.179;23.4
24.08.2018;82;2.216;23.4
25.08.2018;89;3.692;22.8
26.08.2018;127;17.986;20.1
27.08.2018;130;19.122;13.5
28.08.2018;103;7.732;13.4
29.08.2018;93;4.807;14.4
30.08.2018;90;3.907;15.5
31.08.2018;88;3.49;16.3
01.09.2018;111;11.171;17.5
02.09.2018;128;18.068;16.5
03.09.2018;107;9.196;14.4
04.09.2018;114;11.754;14.6
05.09.2018;104;8.03;14.3
06.09.2018;97;5.974;14.3
07.09.2018;94;5.044;15.1
08.09.2018;92;4.433;15.9
09.09.2018;90;3.977;16.5
10.09.2018;89;3.639;16.8
11.09.2018;88;3.431;17.3
12.09.2018;87;3.261;17.9
13.09.2018;86;3.071;18.3
14.09.2018;85;2.873;18.6
15.09.2018;87;3.183;18.7
16.09.2018;85;2.811;18.9
17.09.2018;85;2.74;19.1
18.09.2018;84;2.611;19.2
19.09.2018;84;2.65;19.3
20.09.2018;85;2.748;19.4
21.09.2018;84;2.562;19.6
22.09.2018;83;2.453;19.2
23.09.2018;84;2.598;18.7
24.09.2018;89;4.025;18.9
25.09.2018;105;8.678;16.9
26.09.2018;90;4.038;15
27.09.2018;87;3.287;13.9
28.09.2018;86;2.952;13.3
29.09.2018;85;2.791;13.5
30.09.2018;84;2.561;13.5
01.10.2018;84;2.616;13.2
02.10.2018;86;2.967;13.7
03.10.2018;83;2.429;13.8
04.10.2018;83;2.387;13.9
05.10.2018;82;2.229;14
06.10.2018;83;2.293;14.1
07.10.2018;106;10.124;14.2
08.10.2018;130;19.248;13.1
09.10.2018;104;8.119;12.5
10.10.2018;94;5.077;12.7
11.10.2018;91;4.16;13.1
12.10.2018;89;3.669;13.6
13.10.2018;87;3.318;13.8
14.10.2018;87;3.12;14.1
15.10.2018;86;2.997;13.9
16.10.2018;85;2.827;13.8
17.10.2018;85;2.809;13.9
18.10.2018;85;2.714;14.2
19.10.2018;84;2.546;14.2
20.10.2018;83;2.437;14.3
21.10.2018;83;2.379;13.9
22.10.2018;82;2.285;13.4
23.10.2018;82;2.252;13.4
24.10.2018;82;2.253;13.4
25.10.2018;82;2.197;13.2
26.10.2018;82;2.23;13.2
27.10.2018;85;2.84;13.3
28.10.2018;95;5.482;13.2
29.10.2018;158;33.21;12.5
30.10.2018;198;56.099;11.4
31.10.2018;189;50.201;10.1
01.11.2018;146;27.088;10.1
02.11.2018;159;33.864;11.1
03.11.2018;182;46.478;11.4
04.11.2018;149;28.627;11.1
05.11.2018;121;15.006;11.2
06.11.2018;113;11.644;11.4
07.11.2018;118;13.477;11.7
08.11.2018;115;12.405;11.6
09.11.2018;112;10.931;11.1
10.11.2018;106;8.744;11
11.11.2018;102;7.328;11
12.11.2018;99;6.649;11.3
13.11.2018;99;6.436;11.4
14.11.2018;101;7.165;11.7
15.11.2018;98;6.229;11.3
16.11.2018;96;5.585;10.6
17.11.2018;95;5.15;9.8
18.11.2018;93;4.697;8.8
19.11.2018;92;4.52;8
20.11.2018;94;5.132;7.4
21.11.2018;95;5.283;7
22.11.2018;93;4.73;7.2
23.11.2018;95;5.403;7.7
24.11.2018;144;27.56;9.7
25.11.2018;248;85.911;10.7
26.11.2018;218;67.482;9.9
27.11.2018;176;43.097;9.5
28.11.2018;134;20.916;8.8
29.11.2018;117;13.205;7.7
30.11.2018;110;10.349;6.8
01.12.2018;106;8.933;6.7
02.12.2018;103;7.798;7.2
03.12.2018;101;7.194;8.3
04.12.2018;101;7.14;9
05.12.2018;100;6.787;9.2
06.12.2018;99;6.425;9.3
07.12.2018;98;6.201;8.9
08.12.2018;127;19.102;8.8
09.12.2018;158;33.116;8.9
10.12.2018;128;18.289;8.8
11.12.2018;115;12.317;8.1
12.12.2018;109;9.807;7.1
13.12.2018;105;8.405;6.2
14.12.2018;103;7.796;5.8
15.12.2018;101;7.028;5.6
16.12.2018;99;6.422;5
17.12.2018;97;6.016;4.9
18.12.2018;96;5.584;4.8
19.12.2018;95;5.268;5
20.12.2018;95;5.306;5.6
21.12.2018;95;5.365;5.7
22.12.2018;97;6.039;6.4
23.12.2018;111;10.568;7.7
24.12.2018;110;10.296;8.6
25.12.2018;111;10.788;8.5
26.12.2018;106;8.835;7.8
27.12.2018;103;7.672;7.3
28.12.2018;100;6.81;6.7
29.12.2018;98;6.189;6.2
30.12.2018;96;5.696;5.8
31.12.2018;95;5.328;5.4
01.01.2019;94;5.019;5.5
02.01.2019;93;4.857;5.7
03.01.2019;93;4.7;5.2
04.01.2019;92;4.45;5.3
05.01.2019;91;4.235;5
06.01.2019;91;4.18;4.2
07.01.2019;90;4.019;3.9
08.01.2019;90;4.03;4.2
09.01.2019;90;3.966;4.2
10.01.2019;90;3.904;4.3
11.01.2019;89;3.698;4.5
12.01.2019;89;3.64;4.5
13.01.2019;89;3.579;4.6
14.01.2019;88;3.559;4.6
15.01.2019;88;3.46;4.3
16.01.2019;88;3.364;4.3
17.01.2019;88;3.346;4.9
18.01.2019;164;39.83;6.4
19.01.2019;163;36.448;7.6
20.01.2019;124;16.413;7.2
21.01.2019;113;11.419;6.5
22.01.2019;107;9.131;6.1
23.01.2019;104;8.106;5.4
24.01.2019;101;7.206;4.9
25.01.2019;98;6.268;4.7
26.01.2019;96;5.721;4.4
27.01.2019;95;5.391;4.2
28.01.2019;120;14.516;4.8
29.01.2019;124;16.578;6.8
30.01.2019;113;11.6;7
31.01.2019;108;9.483;6.6
01.02.2019;122;16.199;6.8
02.02.2019;352;149.303;8.9
03.02.2019;520;266.067;8.9
04.02.2019;378;164.306;8.9
05.02.2019;239;79.744;8.2
06.02.2019;173;40.644;8
07.02.2019;140;23.389;7.8
08.02.2019;126;16.889;7.7
09.02.2019;119;13.709;7.9
10.02.2019;115;11.747;7.7
11.02.2019;157;33.175;8.4
12.02.2019;164;35.792;8.5
13.02.2019;132;19.372;8
14.02.2019;121;14.538;7.6
15.02.2019;116;12.123;7.7
16.02.2019;112;10.564;7.9
17.02.2019;109;9.46;7.9
18.02.2019;107;8.777;7.8
19.02.2019;106;8.224;7.7
20.02.2019;104;7.589;7.9
21.02.2019;102;7.031;8.3
22.02.2019;101;6.654;8.6
23.02.2019;100;6.353;8.1
24.02.2019;99;6.11;7.5
25.02.2019;98;5.684;7.1
26.02.2019;98;5.597;6.7
27.02.2019;97;5.537;7.4
28.02.2019;96;5.229;8.1
01.03.2019;96;5.152;8.5
02.03.2019;96;5.129;8.8
03.03.2019;95;4.749;8.7
04.03.2019;94;4.669;8.7
05.03.2019;96;5.06;9.1
06.03.2019;95;4.899;9.3
07.03.2019;94;4.579;9.7
08.03.2019;95;4.739;10.3
09.03.2019;94;4.612;10.8
10.03.2019;94;4.59;11
11.03.2019;94;4.583;11.1
12.03.2019;94;4.535;10.6
13.03.2019;92;4.102;10
14.03.2019;92;4.115;9.4
15.03.2019;92;4.086;9.2
16.03.2019;92;4.094;9.3
17.03.2019;92;4.095;10
18.03.2019;95;4.777;10.3
19.03.2019;95;4.819;10.7
20.03.2019;94;4.604;10.8
21.03.2019;94;4.624;10.4
22.03.2019;95;4.741;10.2
23.03.2019;95;5.002;10.4
24.03.2019;96;5.152;11
25.03.2019;96;5.165;11.7
26.03.2019;97;5.393;12.3
27.03.2019;96;5.013;12.1
28.03.2019;95;4.863;11.9
29.03.2019;94;4.612;11.8
30.03.2019;94;4.539;11.7
31.03.2019;94;4.473;11.9
01.04.2019;94;4.488;12.5
02.04.2019;92;4.191;13.1
03.04.2019;93;4.287;13.3
04.04.2019;93;4.32;13.7
05.04.2019;98;5.962;13.6
06.04.2019;123;15.259;12.5
07.04.2019;113;10.963;10.8
08.04.2019;105;7.88;10.8
09.04.2019;101;6.644;11.1
10.04.2019;100;6.199;11.4
11.04.2019;105;7.88;11.5
12.04.2019;117;12.633;11.5
13.04.2019;111;10.183;10.6
14.04.2019;105;7.924;10.5
15.04.2019;101;6.703;10.9
16.04.2019;98;5.832;11.5
17.04.2019;97;5.296;12.2
18.04.2019;96;5.106;12.8
19.04.2019;94;4.594;13.5
20.04.2019;93;4.426;14.1
21.04.2019;92;4.188;14.6
22.04.2019;92;4.101;14.8
23.04.2019;94;4.73;14.6
24.04.2019;104;7.942;14.4
25.04.2019;114;11.287;13.5
26.04.2019;104;7.631;12.7
27.04.2019;100;6.396;13
28.04.2019;101;6.826;12.9
29.04.2019;124;16.081;11.8
30.04.2019;119;13.594;10.6
01.05.2019;109;9.629;11.4
02.05.2019;104;7.606;12.4
03.05.2019;102;7.05;13
04.05.2019;113;11.219;13
05.05.2019;127;17.406;11.6
06.05.2019;137;22.187;10.3
07.05.2019;124;15.736;10.4
08.05.2019;113;11.188;10.3
09.05.2019;150;29.741;11.2
10.05.2019;186;48.469;10.9
11.05.2019;140;23.506;11.4
12.05.2019;139;23.209;11.4
13.05.2019;158;32.596;10.3
14.05.2019;134;20.708;10.2
15.05.2019;121;14.576;10.4
16.05.2019;114;11.609;10.9
17.05.2019;111;10.135;11.9
18.05.2019;108;8.914;12.5
19.05.2019;107;8.602;12.4
20.05.2019;119;13.804;12.2
21.05.2019;210;63.61;11.6
22.05.2019;226;71.932;11
23.05.2019;164;35.873;11.4
24.05.2019;140;23.677;12.6
25.05.2019;126;16.568;13.4
26.05.2019;119;13.459;13.4
27.05.2019;119;13.638;13.4
28.05.2019;205;60.759;13
29.05.2019;406;183.115;12.2
30.05.2019;326;132.216;10.9
31.05.2019;207;60.369;11.2
01.06.2019;152;29.511;12
02.06.2019;132;19.354;13.2
03.06.2019;123;15.293;13.7
04.06.2019;116;12.356;14.6
05.06.2019;112;10.499;14.9
06.06.2019;108;9.117;15
07.06.2019;105;8.034;15.8
08.06.2019;103;7.158;16.4
09.06.2019;100;6.458;17.1
10.06.2019;99;5.933;17.7
11.06.2019;97;5.573;18.4
12.06.2019;97;5.357;19.1
13.06.2019;95;4.926;19.7
14.06.2019;94;4.624;20.1
15.06.2019;93;4.36;20.4
16.06.2019;92;4.166;20.6
17.06.2019;92;3.963;20.6
18.06.2019;91;3.897;21
19.06.2019;91;3.781;21.1
20.06.2019;90;3.597;21.7
21.06.2019;89;3.432;22.2
22.06.2019;92;3.98;21.8
23.06.2019;116;12.676;20.1
24.06.2019;101;6.605;17.4
25.06.2019;93;4.46;17.3
26.06.2019;91;3.832;18.4
27.06.2019;90;3.597;20.1
28.06.2019;89;3.392;21.8
29.06.2019;89;3.247;23
30.06.2019;88;3.152;23.7
01.07.2019;87;2.93;23.7
02.07.2019;87;2.968;23.9
03.07.2019;90;3.623;23.8
04.07.2019;94;4.636;23.3
05.07.2019;89;3.445;23.2
06.07.2019;88;3.2;23
07.07.2019;90;3.699;22.6
08.07.2019;89;3.276;22.7
09.07.2019;88;3.208;22.6
10.07.2019;88;3.162;22.2
11.07.2019;88;3.094;21.7
12.07.2019;87;2.858;21.7
13.07.2019;91;3.972;21
14.07.2019;90;3.584;20.8
